Päivämäärä	Viim.	Avoin	Korkea	Matala	Vol.	Muut.%
26.06.2006	8.382,99	8.361,96	8.415,35	8.361,96	77,59M	+0.25%
22.06.2006	8.361,96	8.367,73	8.481,12	8.322,56	61,12M	-0.07%
21.06.2006	8.367,73	8.358,12	8.374,69	8.301,72	52,53M	+0.11%
20.06.2006	8.358,12	8.378,09	8.379,84	8.293,95	65,57M	-0.24%
19.06.2006	8.378,09	8.241,04	8.454,75	8.241,04	77,60M	+1.66%
16.06.2006	8.241,04	8.340,11	8.501,12	8.240,86	96,67M	-1.19%
15.06.2006	8.340,11	8.059,65	8.349,81	8.059,65	75,90M	+3.48%
14.06.2006	8.059,65	8.032,03	8.129,99	7.981,60	81,54M	+0.34%
13.06.2006	8.032,03	8.276,42	8.276,42	7.949,01	96,78M	-2.95%
12.06.2006	8.276,42	8.418,33	8.418,33	8.250,26	60,09M	-1.69%
09.06.2006	8.418,33	8.264,02	8.487,35	8.264,02	68,45M	+1.87%
08.06.2006	8.264,02	8.532,09	8.532,09	8.262,99	115,67M	-3.14%
07.06.2006	8.532,09	8.498,81	8.584,34	8.498,81	73,51M	+0.39%
06.06.2006	8.498,81	8.814,38	8.814,38	8.477,29	82,83M	-3.58%
05.06.2006	8.814,38	8.886,32	8.912,03	8.805,87	43,48M	-0.81%
02.06.2006	8.886,32	8.885,39	9.034,17	8.882,16	78,21M	+0.01%
01.06.2006	8.885,39	8.770,91	8.887,94	8.750,60	64,46M	+1.31%
31.05.2006	8.770,91	8.717,22	8.805,71	8.582,75	74,08M	+0.62%
30.05.2006	8.717,22	8.904,71	8.922,88	8.717,22	54,58M	-2.11%
29.05.2006	8.904,71	8.892,03	8.954,02	8.882,72	26,01M	+0.14%
26.05.2006	8.892,03	8.598,41	8.892,03	8.598,41	72,70M	+3.41%
24.05.2006	8.598,41	8.676,01	8.764,73	8.559,58	78,53M	-0.89%
23.05.2006	8.676,01	8.334,10	8.728,34	8.334,10	113,82M	+4.10%
22.05.2006	8.334,10	8.653,79	8.653,79	8.303,44	98,11M	-3.69%
19.05.2006	8.653,79	8.668,61	8.739,99	8.637,41	88,11M	-0.17%
18.05.2006	8.668,61	8.848,99	8.851,03	8.641,21	121,65M	-2.04%
17.05.2006	8.848,99	9.093,07	9.163,46	8.843,78	122,21M	-2.68%
16.05.2006	9.093,07	9.082,22	9.135,84	9.036,98	86,23M	+0.12%
15.05.2006	9.082,22	9.124,53	9.124,53	8.940,37	98,51M	-0.46%
12.05.2006	9.124,53	9.390,90	9.390,90	9.123,68	102,28M	-2.84%
11.05.2006	9.390,90	9.537,38	9.537,38	9.390,90	79,31M	-1.54%
10.05.2006	9.537,38	9.629,89	9.635,85	9.525,32	61,09M	-0.96%
09.05.2006	9.629,86	9.596,98	9.654,81	9.592,99	54,01M	+0.34%
08.05.2006	9.596,96	9.585,64	9.658,66	9.585,64	56,98M	+0.12%
05.05.2006	9.585,64	9.563,72	9.604,93	9.563,72	55,64M	+0.23%
04.05.2006	9.563,72	9.497,18	9.567,53	9.492,28	59,61M	+0.70%
03.05.2006	9.497,18	9.523,00	9.558,18	9.481,21	76,67M	-0.27%
02.05.2006	9.523,00	9.472,33	9.531,67	9.468,56	58,35M	+0.53%
28.04.2006	9.472,33	9.585,43	9.585,43	9.469,95	73,23M	-1.18%
27.04.2006	9.585,43	9.741,03	9.741,38	9.525,00	87,62M	-1.60%
26.04.2006	9.741,03	9.735,13	9.751,35	9.687,68	94,74M	+0.06%
25.04.2006	9.735,13	9.795,15	9.899,45	9.732,43	103,59M	-0.61%
24.04.2006	9.795,15	9.853,03	9.853,03	9.795,15	66,57M	-0.59%
21.04.2006	9.853,03	9.747,81	9.922,88	9.747,81	121,63M	+1.08%
20.04.2006	9.747,81	9.494,13	9.813,15	9.494,13	191,23M	+2.67%
19.04.2006	9.494,13	9.393,32	9.497,06	9.393,32	70,45M	+1.07%
18.04.2006	9.393,32	9.397,42	9.397,42	9.354,25	64,04M	-0.04%
13.04.2006	9.397,42	9.363,36	9.402,61	9.360,78	42,53M	+0.36%
12.04.2006	9.363,36	9.443,34	9.443,34	9.360,47	86,72M	-0.85%
11.04.2006	9.443,34	9.371,69	9.529,49	9.333,96	148,32M	+0.76%
10.04.2006	9.371,69	9.395,78	9.395,78	9.359,53	40,62M	-0.26%
07.04.2006	9.395,78	9.434,51	9.457,35	9.386,14	52,59M	-0.41%
06.04.2006	9.434,51	9.416,45	9.465,41	9.411,82	73,13M	+0.19%
05.04.2006	9.416,45	9.371,34	9.425,03	9.371,34	75,51M	+0.48%
04.04.2006	9.371,34	9.458,19	9.458,19	9.368,04	63,66M	-0.92%
03.04.2006	9.458,19	9.404,89	9.466,67	9.404,89	62,06M	+0.57%
31.03.2006	9.404,89	9.512,13	9.512,13	9.383,54	59,31M	-1.13%
30.03.2006	9.512,11	9.280,88	9.530,69	9.280,88	124,40M	+2.49%
29.03.2006	9.280,88	9.234,85	9.283,51	9.188,92	61,24M	+0.50%
28.03.2006	9.234,85	9.334,48	9.336,95	9.227,28	79,07M	-1.07%
27.03.2006	9.334,48	9.344,37	9.372,81	9.334,48	55,69M	-0.11%
24.03.2006	9.344,37	9.315,63	9.361,16	9.315,63	67,10M	+0.31%
23.03.2006	9.315,63	9.366,66	9.376,97	9.315,57	75,70M	-0.54%
22.03.2006	9.366,66	9.455,73	9.455,73	9.357,83	72,28M	-0.94%
21.03.2006	9.455,73	9.425,07	9.462,93	9.405,11	76,88M	+0.33%
20.03.2006	9.425,07	9.366,56	9.433,40	9.366,56	59,90M	+0.62%
17.03.2006	9.366,56	9.380,52	9.441,75	9.362,80	111,12M	-0.15%
16.03.2006	9.380,52	9.339,51	9.380,52	9.334,50	85,57M	+0.44%
15.03.2006	9.339,51	9.352,77	9.394,67	9.339,51	103,45M	-0.14%
14.03.2006	9.352,77	9.282,53	9.358,68	9.276,40	89,02M	+0.76%
13.03.2006	9.282,53	9.245,56	9.311,81	9.245,56	70,49M	+0.40%
10.03.2006	9.245,56	9.218,58	9.251,70	9.183,34	83,26M	+0.29%
09.03.2006	9.218,58	9.069,34	9.235,97	9.069,34	114,36M	+1.65%
08.03.2006	9.069,34	8.983,79	9.105,07	8.983,79	170,52M	+0.95%
07.03.2006	8.983,79	8.957,70	8.983,79	8.909,69	85,45M	+0.29%
06.03.2006	8.957,70	8.891,92	8.958,16	8.891,92	56,13M	+0.74%
03.03.2006	8.891,92	8.922,54	8.939,98	8.866,14	57,46M	-0.34%
02.03.2006	8.922,54	8.901,91	8.976,02	8.901,91	66,70M	+0.23%
01.03.2006	8.901,91	8.883,22	8.903,30	8.845,00	54,53M	+0.21%
28.02.2006	8.883,22	9.016,68	9.016,86	8.876,10	71,64M	-1.48%
27.02.2006	9.016,68	8.999,36	9.019,94	8.981,02	46,81M	+0.19%
24.02.2006	8.999,36	8.961,97	8.999,36	8.955,68	41,12M	+0.42%
23.02.2006	8.961,97	8.951,74	8.992,25	8.949,87	66,88M	+0.11%
22.02.2006	8.951,74	8.937,08	8.951,74	8.865,83	67,64M	+0.16%
21.02.2006	8.937,08	8.852,96	8.949,97	8.852,96	56,89M	+0.95%
20.02.2006	8.852,96	8.797,51	8.856,75	8.780,49	49,21M	+0.63%
17.02.2006	8.797,51	8.774,89	8.838,39	8.774,89	79,08M	+0.26%
16.02.2006	8.774,89	8.729,77	8.816,40	8.729,77	118,16M	+0.52%
15.02.2006	8.729,77	8.628,26	8.786,57	8.628,26	120,44M	+1.18%
14.02.2006	8.628,26	8.543,07	8.636,43	8.543,07	99,87M	+1.00%
13.02.2006	8.543,07	8.520,07	8.543,78	8.494,53	48,66M	+0.27%
10.02.2006	8.520,07	8.569,42	8.569,42	8.498,62	58,42M	-0.58%
09.02.2006	8.569,42	8.498,46	8.580,78	8.498,46	66,92M	+0.83%
08.02.2006	8.498,46	8.496,88	8.500,33	8.436,60	81,45M	+0.02%
07.02.2006	8.496,88	8.527,42	8.552,64	8.482,76	76,81M	-0.36%
06.02.2006	8.527,42	8.510,16	8.561,56	8.510,16	51,79M	+0.20%
03.02.2006	8.510,16	8.530,42	8.559,59	8.481,76	73,09M	-0.24%
02.02.2006	8.530,42	8.564,07	8.600,37	8.519,32	80,39M	-0.39%
01.02.2006	8.564,07	8.452,09	8.579,44	8.436,14	68,59M	+1.32%
31.01.2006	8.452,09	8.429,26	8.517,85	8.429,26	97,93M	+0.27%
30.01.2006	8.429,26	8.406,12	8.441,95	8.383,24	50,52M	+0.28%
27.01.2006	8.406,12	8.310,13	8.417,51	8.310,13	97,97M	+1.16%
26.01.2006	8.310,13	8.344,01	8.445,22	8.214,03	239,36M	-0.41%
25.01.2006	8.344,01	8.256,02	8.350,47	8.256,02	83,64M	+1.07%
24.01.2006	8.256,02	8.283,92	8.289,80	8.237,58	59,08M	-0.34%
23.01.2006	8.283,92	8.329,17	8.329,17	8.222,47	60,28M	-0.54%
20.01.2006	8.329,17	8.379,67	8.439,47	8.325,54	85,17M	-0.60%
19.01.2006	8.379,67	8.294,22	8.397,20	8.294,22	65,37M	+1.03%
18.01.2006	8.294,22	8.353,82	8.353,82	8.196,08	92,32M	-0.71%
17.01.2006	8.353,82	8.400,83	8.400,83	8.344,43	57,52M	-0.56%
16.01.2006	8.400,83	8.385,13	8.410,53	8.367,21	33,84M	+0.19%
13.01.2006	8.385,13	8.426,35	8.426,35	8.350,74	56,65M	-0.49%
12.01.2006	8.426,35	8.432,24	8.460,30	8.391,54	70,64M	-0.07%
11.01.2006	8.432,24	8.427,24	8.464,20	8.392,03	85,15M	+0.06%
10.01.2006	8.427,24	8.499,51	8.499,51	8.398,15	73,78M	-0.85%
09.01.2006	8.499,51	8.432,44	8.536,53	8.432,44	88,29M	+0.80%
05.01.2006	8.432,44	8.402,00	8.451,27	8.401,71	106,33M	+0.36%
04.01.2006	8.402,00	8.290,01	8.402,00	8.290,01	83,53M	+1.35%
03.01.2006	8.290,01	8.212,15	8.308,41	8.211,36	69,32M	+0.95%
02.01.2006	8.212,15	8.166,90	8.222,87	8.166,90	25,84M	+0.55%
30.12.2005	8.166,90	8.212,82	8.212,82	8.157,08	38,53M	-0.56%
29.12.2005	8.212,82	8.190,49	8.217,44	8.188,49	22,45M	+0.27%
28.12.2005	8.190,49	8.230,19	8.230,19	8.183,83	27,95M	-0.48%
27.12.2005	8.230,19	8.206,31	8.233,68	8.206,31	21,36M	+0.29%
23.12.2005	8.206,31	8.138,32	8.224,33	8.138,32	39,61M	+0.84%
22.12.2005	8.138,32	8.132,33	8.158,14	8.122,58	42,25M	+0.07%
21.12.2005	8.132,33	8.097,49	8.152,94	8.095,51	51,85M	+0.43%
20.12.2005	8.097,49	8.120,73	8.120,73	8.077,87	61,68M	-0.29%
19.12.2005	8.120,73	8.127,22	8.137,87	8.091,63	63,14M	-0.08%
16.12.2005	8.127,22	8.046,17	8.132,01	8.040,02	102,46M	+1.01%
15.12.2005	8.046,17	8.091,33	8.091,45	8.032,91	70,11M	-0.56%
14.12.2005	8.091,33	8.051,92	8.099,04	8.042,99	70,33M	+0.49%
13.12.2005	8.051,92	8.026,11	8.062,91	8.016,65	53,34M	+0.32%
12.12.2005	8.026,11	8.041,17	8.103,03	8.021,62	58,50M	-0.19%
09.12.2005	8.041,17	8.077,60	8.083,93	8.035,11	54,51M	-0.45%
08.12.2005	8.077,60	8.051,01	8.107,02	8.049,32	82,65M	+0.33%
07.12.2005	8.051,01	7.915,22	8.075,87	7.915,22	102,66M	+1.72%
05.12.2005	7.915,22	7.874,01	7.955,26	7.874,01	56,26M	+0.52%
02.12.2005	7.874,01	7.840,30	7.969,32	7.840,30	101,22M	+0.43%
01.12.2005	7.840,30	7.724,02	7.840,70	7.724,02	74,76M	+1.51%
30.11.2005	7.724,02	7.756,00	7.756,02	7.722,86	76,48M	-0.41%
29.11.2005	7.756,00	7.796,21	7.796,21	7.732,27	64,95M	-0.52%
28.11.2005	7.796,21	7.848,53	7.874,83	7.796,21	70,79M	-0.67%
25.11.2005	7.848,53	7.800,82	7.863,04	7.800,82	40,39M	+0.61%
24.11.2005	7.800,82	7.809,30	7.821,85	7.766,04	50,10M	-0.11%
23.11.2005	7.809,30	7.748,20	7.813,59	7.742,24	63,17M	+0.79%
22.11.2005	7.748,20	7.740,75	7.767,64	7.740,51	67,79M	+0.10%
21.11.2005	7.740,75	7.719,44	7.757,87	7.716,39	49,29M	+0.28%
18.11.2005	7.719,44	7.699,61	7.756,55	7.699,61	87,58M	+0.26%
17.11.2005	7.699,61	7.643,40	7.717,70	7.643,40	65,17M	+0.74%
16.11.2005	7.643,40	7.699,83	7.699,83	7.638,07	65,28M	-0.73%
15.11.2005	7.699,83	7.782,07	7.782,07	7.694,14	78,42M	-1.06%
14.11.2005	7.782,07	7.760,59	7.798,25	7.760,59	199,21M	+0.28%
11.11.2005	7.760,59	7.680,25	7.762,08	7.680,25	50,63M	+1.05%
10.11.2005	7.680,25	7.677,21	7.720,54	7.674,24	61,84M	+0.04%
09.11.2005	7.677,21	7.663,72	7.706,11	7.656,34	51,11M	+0.18%
08.11.2005	7.663,72	7.682,09	7.705,02	7.652,94	64,95M	-0.24%
07.11.2005	7.682,09	7.700,91	7.707,09	7.643,80	64,57M	-0.24%
04.11.2005	7.700,91	7.660,21	7.719,90	7.660,20	71,83M	+0.53%
03.11.2005	7.660,21	7.578,35	7.669,46	7.571,74	104,98M	+1.08%
02.11.2005	7.578,35	7.571,10	7.583,73	7.538,44	103,33M	+0.10%
01.11.2005	7.571,10	7.525,63	7.586,09	7.525,63	100,96M	+0.60%
31.10.2005	7.525,63	7.319,17	7.525,63	7.319,17	70,96M	+2.82%
28.10.2005	7.319,17	7.313,92	7.337,00	7.250,72	69,74M	+0.07%
27.10.2005	7.313,92	7.404,86	7.404,86	7.307,23	68,47M	-1.23%
26.10.2005	7.404,86	7.366,44	7.404,86	7.360,30	52,77M	+0.52%
25.10.2005	7.366,44	7.349,41	7.412,32	7.349,41	67,92M	+0.23%
24.10.2005	7.349,41	7.249,09	7.356,08	7.249,09	52,66M	+1.38%
21.10.2005	7.249,09	7.320,40	7.322,92	7.237,41	108,75M	-0.97%
20.10.2005	7.320,40	7.453,02	7.567,67	7.301,10	238,48M	-1.78%
19.10.2005	7.453,02	7.596,83	7.596,83	7.428,94	104,51M	-1.89%
18.10.2005	7.596,83	7.586,86	7.629,14	7.576,95	75,69M	+0.13%
17.10.2005	7.586,86	7.562,55	7.617,15	7.562,55	50,13M	+0.32%
14.10.2005	7.562,55	7.577,49	7.619,92	7.520,45	80,03M	-0.20%
13.10.2005	7.577,49	7.713,48	7.728,40	7.571,78	66,77M	-1.76%
12.10.2005	7.713,48	7.748,86	7.763,54	7.701,05	70,70M	-0.46%
11.10.2005	7.748,86	7.720,15	7.778,55	7.672,94	76,45M	+0.37%
10.10.2005	7.720,15	7.675,81	7.781,03	7.675,54	70,11M	+0.58%
07.10.2005	7.675,81	7.715,11	7.719,05	7.674,25	58,48M	-0.51%
06.10.2005	7.715,11	7.836,95	7.836,95	7.670,99	82,29M	-1.55%
05.10.2005	7.836,95	7.918,54	7.926,50	7.833,10	60,84M	-1.03%
04.10.2005	7.918,54	7.930,52	7.948,74	7.898,68	68,28M	-0.15%
03.10.2005	7.930,52	7.869,94	7.930,52	7.867,96	92,98M	+0.77%
30.09.2005	7.869,94	7.769,05	7.877,15	7.768,36	93,81M	+1.30%
29.09.2005	7.769,05	7.769,38	7.807,03	7.746,96	45,26M	0.00%
28.09.2005	7.769,38	7.760,89	7.780,05	7.712,35	65,97M	+0.11%
27.09.2005	7.760,89	7.790,21	7.819,76	7.751,86	52,04M	-0.38%
26.09.2005	7.790,21	7.744,26	7.803,11	7.744,26	59,82M	+0.59%
23.09.2005	7.744,26	7.738,56	7.755,13	7.713,30	81,99M	+0.07%
22.09.2005	7.738,56	7.719,33	7.744,85	7.683,40	63,33M	+0.25%
21.09.2005	7.719,33	7.789,82	7.817,15	7.717,27	60,10M	-0.90%
20.09.2005	7.789,82	7.745,61	7.795,33	7.745,61	48,45M	+0.57%
19.09.2005	7.745,61	7.707,04	7.758,58	7.705,44	58,67M	+0.50%
16.09.2005	7.707,04	7.714,22	7.727,19	7.583,74	85,52M	-0.09%
15.09.2005	7.714,22	7.718,91	7.745,81	7.706,40	55,50M	-0.06%
14.09.2005	7.718,91	7.703,04	7.755,78	7.703,04	80,12M	+0.21%
13.09.2005	7.703,04	7.573,85	7.747,71	7.569,32	189,72M	+1.71%
12.09.2005	7.573,85	7.549,62	7.584,63	7.543,33	144,81M	+0.32%
09.09.2005	7.549,62	7.479,05	7.554,47	7.474,53	53,00M	+0.94%
08.09.2005	7.479,05	7.505,32	7.541,66	7.472,63	50,44M	-0.35%
07.09.2005	7.505,32	7.473,90	7.516,31	7.463,03	59,03M	+0.42%
06.09.2005	7.473,90	7.435,37	7.477,54	7.368,83	51,64M	+0.52%
05.09.2005	7.435,37	7.402,31	7.447,36	7.380,72	31,25M	+0.45%
02.09.2005	7.402,31	7.409,20	7.446,36	7.385,15	53,46M	-0.09%
01.09.2005	7.409,20	7.357,47	7.434,68	7.357,47	64,54M	+0.70%
31.08.2005	7.357,47	7.273,64	7.361,81	7.273,64	72,31M	+1.15%
30.08.2005	7.273,64	7.241,70	7.310,92	7.228,77	50,76M	+0.44%
29.08.2005	7.241,70	7.229,74	7.245,07	7.195,85	40,62M	+0.17%
26.08.2005	7.229,74	7.276,05	7.298,87	7.229,55	44,23M	-0.64%
25.08.2005	7.276,05	7.319,21	7.319,21	7.270,85	56,86M	-0.59%
24.08.2005	7.319,21	7.353,60	7.388,68	7.308,08	60,50M	-0.47%
23.08.2005	7.353,60	7.376,60	7.387,39	7.353,38	52,18M	-0.31%
22.08.2005	7.376,60	7.356,08	7.391,08	7.347,41	34,72M	+0.28%
19.08.2005	7.356,08	7.278,71	7.361,01	7.278,71	55,30M	+1.06%
18.08.2005	7.278,71	7.285,94	7.308,86	7.223,98	51,14M	-0.10%
17.08.2005	7.285,94	7.336,91	7.364,63	7.268,39	68,53M	-0.69%
16.08.2005	7.336,91	7.385,06	7.423,41	7.327,85	49,24M	-0.65%
15.08.2005	7.385,06	7.410,18	7.432,48	7.381,13	34,86M	-0.34%
12.08.2005	7.410,18	7.399,01	7.446,93	7.393,67	45,55M	+0.15%
11.08.2005	7.399,01	7.477,58	7.477,58	7.385,38	54,40M	-1.05%
10.08.2005	7.477,58	7.412,85	7.480,89	7.408,53	63,21M	+0.87%
09.08.2005	7.412,85	7.355,80	7.429,81	7.355,80	56,53M	+0.78%
08.08.2005	7.355,80	7.307,32	7.398,50	7.307,32	54,84M	+0.66%
05.08.2005	7.307,32	7.350,07	7.364,33	7.305,35	55,26M	-0.58%
04.08.2005	7.350,07	7.385,99	7.417,36	7.330,48	50,83M	-0.49%
03.08.2005	7.385,99	7.380,83	7.391,18	7.329,43	48,54M	+0.07%
02.08.2005	7.380,83	7.331,54	7.381,39	7.328,47	51,45M	+0.67%
01.08.2005	7.331,54	7.353,84	7.401,13	7.319,94	65,87M	-0.30%
29.07.2005	7.353,84	7.354,05	7.395,50	7.333,55	66,26M	0.00%
28.07.2005	7.354,05	7.291,43	7.393,30	7.291,43	63,35M	+0.86%
27.07.2005	7.291,43	7.196,55	7.305,04	7.196,55	85,59M	+1.32%
26.07.2005	7.196,55	7.175,31	7.258,43	7.144,89	74,16M	+0.30%
25.07.2005	7.175,31	7.178,82	7.204,54	7.145,34	79,08M	-0.05%
22.07.2005	7.178,82	7.242,10	7.258,78	7.161,66	106,30M	-0.87%
21.07.2005	7.242,10	7.519,61	7.568,53	7.187,79	319,23M	-3.69%
20.07.2005	7.519,61	7.579,46	7.589,46	7.491,04	68,77M	-0.79%
19.07.2005	7.579,46	7.475,22	7.598,12	7.467,54	65,62M	+1.39%
18.07.2005	7.475,22	7.486,18	7.531,47	7.465,21	38,31M	-0.15%
15.07.2005	7.486,18	7.480,58	7.523,43	7.446,83	61,51M	+0.07%
14.07.2005	7.480,58	7.488,59	7.523,09	7.452,34	72,07M	-0.11%
13.07.2005	7.488,59	7.421,23	7.520,89	7.421,23	64,52M	+0.91%
12.07.2005	7.421,23	7.456,33	7.471,71	7.391,40	54,88M	-0.47%
11.07.2005	7.456,33	7.398,61	7.466,60	7.398,61	64,54M	+0.78%
08.07.2005	7.398,61	7.266,93	7.425,51	7.266,93	74,58M	+1.81%
07.07.2005	7.266,93	7.362,93	7.418,02	7.157,94	125,26M	-1.30%
06.07.2005	7.362,93	7.309,86	7.425,25	7.308,32	62,71M	+0.73%
05.07.2005	7.309,86	7.293,77	7.317,55	7.281,03	50,14M	+0.22%
04.07.2005	7.293,77	7.267,69	7.308,71	7.267,69	28,54M	+0.36%
01.07.2005	7.267,69	7.241,04	7.317,59	7.190,01	46,99M	+0.37%
30.06.2005	7.241,04	7.275,25	7.280,83	7.231,64	63,50M	-0.47%
29.06.2005	7.275,25	7.214,10	7.300,23	7.214,10	56,58M	+0.85%
28.06.2005	7.214,10	7.169,27	7.215,37	7.165,30	49,48M	+0.63%
27.06.2005	7.169,27	7.317,77	7.317,78	7.147,81	72,94M	-2.03%
23.06.2005	7.317,77	7.305,84	7.357,84	7.299,33	70,19M	+0.16%
22.06.2005	7.305,84	7.264,09	7.340,57	7.264,09	65,34M	+0.57%
21.06.2005	7.264,09	7.222,47	7.266,14	7.222,47	60,08M	+0.58%
20.06.2005	7.222,47	7.226,30	7.239,12	7.206,24	50,12M	-0.05%
17.06.2005	7.226,30	7.226,05	7.263,10	7.217,84	89,05M	0.00%
16.06.2005	7.226,05	7.167,51	7.230,40	7.167,51	82,74M	+0.82%
15.06.2005	7.167,51	7.209,72	7.211,70	7.156,98	56,61M	-0.59%
14.06.2005	7.209,72	7.153,89	7.212,14	7.142,00	53,88M	+0.78%
13.06.2005	7.153,89	7.127,56	7.169,49	7.127,56	42,15M	+0.37%
10.06.2005	7.127,56	7.068,20	7.139,36	7.068,20	56,86M	+0.84%
09.06.2005	7.068,20	7.093,91	7.100,58	7.064,63	58,85M	-0.36%
08.06.2005	7.093,91	7.106,29	7.113,59	7.073,01	62,08M	-0.17%
07.06.2005	7.106,29	7.036,50	7.106,54	7.036,50	46,21M	+0.99%
06.06.2005	7.036,50	7.089,07	7.089,07	7.028,82	35,37M	-0.74%
03.06.2005	7.089,07	7.107,34	7.126,35	7.080,47	182,61M	-0.26%
02.06.2005	7.107,34	7.095,55	7.122,66	7.089,83	65,55M	+0.17%
01.06.2005	7.095,55	6.990,17	7.096,36	6.990,17	74,09M	+1.51%
31.05.2005	6.990,17	6.999,33	7.029,20	6.988,17	113,67M	-0.13%
30.05.2005	6.999,33	6.994,45	7.001,05	6.978,52	65,45M	+0.07%
27.05.2005	6.994,45	6.960,02	6.994,95	6.954,37	42,79M	+0.49%
26.05.2005	6.960,02	6.917,91	6.960,13	6.909,48	69,14M	+0.61%
25.05.2005	6.917,91	6.983,16	6.989,12	6.916,70	69,69M	-0.93%
24.05.2005	6.983,16	6.972,94	6.983,16	6.938,74	53,65M	+0.15%
23.05.2005	6.972,94	6.942,07	6.982,48	6.942,07	56,32M	+0.44%
20.05.2005	6.942,07	6.950,69	6.956,77	6.915,44	87,54M	-0.12%
19.05.2005	6.950,69	6.933,18	6.953,47	6.911,15	77,64M	+0.25%
18.05.2005	6.933,18	6.809,76	6.937,14	6.809,76	143,23M	+1.81%
17.05.2005	6.809,76	6.817,21	6.827,15	6.794,18	59,14M	-0.11%
16.05.2005	6.817,21	6.796,66	6.825,74	6.776,07	54,11M	+0.30%
13.05.2005	6.796,66	6.758,80	6.802,05	6.755,99	61,73M	+0.56%
12.05.2005	6.758,80	6.715,69	6.779,34	6.715,69	59,10M	+0.64%
11.05.2005	6.715,69	6.729,77	6.744,57	6.692,61	57,00M	-0.21%
10.05.2005	6.729,77	6.764,00	6.790,35	6.703,88	66,43M	-0.51%
09.05.2005	6.764,00	6.736,47	6.771,16	6.715,92	77,56M	+0.41%
06.05.2005	6.736,47	6.600,15	6.741,59	6.600,15	103,27M	+2.07%
04.05.2005	6.600,15	6.554,34	6.607,84	6.554,26	83,88M	+0.70%
03.05.2005	6.554,34	6.556,38	6.572,43	6.550,99	48,85M	-0.03%
02.05.2005	6.556,38	6.509,33	6.563,46	6.509,33	38,49M	+0.72%
29.04.2005	6.509,33	6.519,79	6.519,79	6.472,59	71,26M	-0.16%
28.04.2005	6.519,79	6.525,60	6.573,73	6.492,13	92,97M	-0.09%
27.04.2005	6.525,60	6.622,72	6.622,72	6.492,12	104,39M	-1.47%
26.04.2005	6.622,72	6.658,90	6.659,90	6.604,81	79,60M	-0.54%
25.04.2005	6.658,90	6.632,15	6.661,06	6.610,41	54,56M	+0.40%
22.04.2005	6.632,15	6.564,36	6.660,63	6.564,36	85,33M	+1.03%
21.04.2005	6.564,36	6.481,92	6.617,51	6.461,68	228,58M	+1.27%
20.04.2005	6.481,92	6.430,54	6.507,90	6.430,54	105,60M	+0.80%
19.04.2005	6.430,54	6.358,27	6.454,64	6.358,27	75,85M	+1.14%
18.04.2005	6.358,27	6.445,04	6.445,04	6.300,73	96,47M	-1.35%
15.04.2005	6.445,04	6.596,97	6.596,97	6.437,09	100,11M	-2.30%
14.04.2005	6.596,97	6.618,96	6.618,96	6.575,23	63,77M	-0.33%
13.04.2005	6.618,96	6.598,06	6.637,75	6.598,06	65,79M	+0.32%
12.04.2005	6.598,06	6.626,82	6.626,82	6.591,46	51,97M	-0.43%
11.04.2005	6.626,82	6.664,51	6.664,51	6.613,09	52,16M	-0.57%
08.04.2005	6.664,51	6.675,38	6.683,33	6.632,81	64,21M	-0.16%
07.04.2005	6.675,38	6.595,64	6.699,33	6.595,64	96,44M	+1.21%
06.04.2005	6.595,64	6.568,19	6.602,14	6.561,91	59,30M	+0.42%
05.04.2005	6.568,19	6.512,76	6.569,34	6.512,76	79,52M	+0.85%
04.04.2005	6.512,76	6.593,04	6.593,04	6.494,49	79,99M	-1.22%
01.04.2005	6.593,04	6.594,54	6.609,75	6.562,67	68,33M	-0.02%
31.03.2005	6.594,54	6.574,75	6.634,76	6.574,75	78,26M	+0.30%
30.03.2005	6.574,75	6.599,14	6.599,14	6.552,39	46,69M	-0.37%
29.03.2005	6.599,14	6.574,14	6.599,14	6.547,67	48,47M	+0.38%
24.03.2005	6.574,14	6.564,54	6.583,78	6.515,04	62,95M	+0.15%
23.03.2005	6.564,54	6.638,69	6.638,69	6.564,54	86,87M	-1.12%
22.03.2005	6.638,69	6.662,28	6.678,60	6.630,64	63,83M	-0.35%
21.03.2005	6.662,28	6.700,66	6.718,45	6.658,15	43,74M	-0.57%
18.03.2005	6.700,66	6.718,13	6.728,95	6.694,07	69,49M	-0.26%
17.03.2005	6.718,13	6.695,13	6.724,89	6.673,35	58,62M	+0.34%
16.03.2005	6.695,13	6.788,36	6.790,40	6.695,10	64,69M	-1.37%
15.03.2005	6.788,36	6.736,03	6.792,24	6.736,03	53,00M	+0.78%
14.03.2005	6.736,03	6.737,42	6.760,99	6.718,72	46,90M	-0.02%
11.03.2005	6.737,42	6.721,61	6.764,71	6.721,61		+0.24%
10.03.2005	6.721,61	6.767,17	6.767,17	6.716,11	51,39M	-0.67%
09.03.2005	6.767,17	6.763,64	6.811,31	6.757,84	58,44M	+0.05%
08.03.2005	6.763,64	6.793,63	6.795,27	6.745,69	98,97M	-0.44%
07.03.2005	6.793,63	6.771,20	6.804,64	6.759,66	52,91M	+0.33%
04.03.2005	6.771,20	6.717,32	6.779,08	6.707,02	70,41M	+0.80%
03.03.2005	6.717,32	6.709,79	6.725,11	6.690,58	59,27M	+0.11%
02.03.2005	6.709,79	6.704,04	6.710,90	6.673,89	56,96M	+0.09%
