Päivämäärä	Viim.	Avoin	Korkea	Matala	Vol.	Muut.%
16.10.2007	11.817,85	12.002,97	12.002,97	11.791,98	133,40M	-1.54%
15.10.2007	12.002,97	12.203,67	12.210,31	12.002,97	76,96M	-1.64%
12.10.2007	12.203,67	12.354,98	12.354,98	12.131,61	71,93M	-1.22%
11.10.2007	12.354,98	12.147,41	12.383,07	12.147,41	91,75M	+1.71%
10.10.2007	12.147,41	12.077,64	12.149,69	12.051,49	71,57M	+0.58%
09.10.2007	12.077,64	12.057,68	12.103,52	12.021,40	67,66M	+0.17%
08.10.2007	12.057,68	12.099,30	12.149,48	12.038,43	53,10M	-0.34%
05.10.2007	12.099,30	12.006,07	12.182,88	12.006,07	84,46M	+0.78%
04.10.2007	12.006,07	12.171,08	12.171,54	11.950,34	131,74M	-1.36%
03.10.2007	12.171,08	12.223,47	12.261,32	12.151,06	58,30M	-0.43%
02.10.2007	12.223,47	12.220,09	12.364,71	12.194,43	86,39M	+0.03%
01.10.2007	12.220,09	12.289,82	12.289,82	12.040,65	89,81M	-0.57%
28.09.2007	12.290,15	12.305,23	12.338,93	12.242,05	76,62M	-0.12%
27.09.2007	12.305,23	12.210,82	12.336,97	12.210,82	89,78M	+0.80%
26.09.2007	12.208,09	11.997,02	12.242,37	11.996,88	74,54M	+1.76%
25.09.2007	11.997,02	12.140,01	12.176,33	11.910,61	93,68M	-1.18%
24.09.2007	12.140,01	12.158,00	12.253,57	12.093,04	77,15M	-0.15%
21.09.2007	12.158,00	12.014,95	12.198,85	12.005,12	126,96M	+1.19%
20.09.2007	12.014,95	12.105,17	12.105,17	11.952,51	80,07M	-0.75%
19.09.2007	12.105,17	11.645,34	12.121,84	11.645,34	107,78M	+3.95%
18.09.2007	11.645,34	11.482,02	11.658,52	11.425,91	70,44M	+1.42%
17.09.2007	11.482,02	11.525,94	11.573,28	11.469,55	57,69M	-0.38%
14.09.2007	11.525,94	11.567,57	11.573,66	11.467,38	51,96M	-0.36%
13.09.2007	11.567,57	11.547,81	11.589,67	11.451,42	64,77M	+0.17%
12.09.2007	11.547,81	11.650,95	11.651,29	11.470,86	71,95M	-0.89%
11.09.2007	11.650,95	11.463,01	11.693,94	11.463,01	58,20M	+1.64%
10.09.2007	11.463,01	11.572,81	11.662,34	11.458,47	71,80M	-0.95%
07.09.2007	11.572,81	11.745,03	11.880,28	11.569,68	93,90M	-1.47%
06.09.2007	11.745,03	11.622,56	11.776,01	11.622,56	76,60M	+1.05%
05.09.2007	11.622,56	11.775,92	11.827,04	11.619,72	83,42M	-1.30%
04.09.2007	11.775,92	11.649,94	11.775,92	11.585,06	69,99M	+1.08%
03.09.2007	11.649,94	11.637,31	11.672,22	11.619,68		+0.11%
31.08.2007	11.637,31	11.526,43	11.660,61	11.501,95	78,31M	+0.96%
30.08.2007	11.526,43	11.345,81	11.528,75	11.345,68	124,15M	+1.59%
29.08.2007	11.345,81	11.079,54	11.377,02	10.992,24	89,11M	+2.40%
28.08.2007	11.079,54	11.270,73	11.270,77	11.079,22	56,81M	-1.70%
27.08.2007	11.270,87	11.220,79	11.308,77	11.220,79	37,28M	+0.45%
24.08.2007	11.220,73	11.159,80	11.247,71	11.080,85	52,83M	+0.55%
23.08.2007	11.159,80	11.193,14	11.328,09	11.140,32	71,74M	-0.30%
22.08.2007	11.193,27	10.919,48	11.218,53	10.919,34	82,23M	+2.51%
21.08.2007	10.919,48	10.915,13	10.939,51	10.778,84	66,12M	+0.04%
20.08.2007	10.915,13	10.763,61	11.002,18	10.763,21	89,75M	+1.41%
17.08.2007	10.763,61	10.587,87	10.933,81	10.468,20	147,31M	+1.66%
16.08.2007	10.587,87	10.991,51	10.991,51	10.526,39	117,46M	-3.67%
15.08.2007	10.991,51	11.121,11	11.121,11	10.894,36	72,59M	-1.17%
14.08.2007	11.121,11	11.227,83	11.233,93	11.108,47	83,42M	-0.95%
13.08.2007	11.227,83	10.821,28	11.236,52	10.820,85	110,24M	+3.76%
10.08.2007	10.821,28	11.155,97	11.155,97	10.763,48	121,47M	-3.00%
09.08.2007	11.155,97	11.334,28	11.334,44	11.096,26	151,23M	-1.57%
08.08.2007	11.333,88	11.067,64	11.344,65	11.067,24	105,20M	+2.41%
07.08.2007	11.067,64	10.995,34	11.164,98	10.995,30	79,54M	+0.66%
06.08.2007	10.995,34	11.135,31	11.135,31	10.964,36	78,55M	-1.26%
03.08.2007	11.136,20	11.356,21	11.481,02	11.122,31	95,15M	-1.94%
02.08.2007	11.356,21	11.019,83	11.417,02	11.019,83	183,22M	+3.05%
01.08.2007	11.019,83	11.280,69	11.280,69	10.955,24	94,23M	-2.31%
31.07.2007	11.280,69	11.094,44	11.309,47	11.094,44	99,00M	+1.68%
30.07.2007	11.094,44	11.049,08	11.155,23	11.025,94	75,48M	+0.41%
27.07.2007	11.049,08	10.969,35	11.145,34	10.871,80	110,33M	+0.73%
26.07.2007	10.969,35	11.214,19	11.261,59	10.952,12	100,25M	-2.18%
25.07.2007	11.214,19	11.395,44	11.395,44	11.212,88	100,56M	-1.59%
24.07.2007	11.395,44	11.541,01	11.552,49	11.377,22	69,15M	-1.26%
23.07.2007	11.541,01	11.551,85	11.570,88	11.483,54	73,33M	-0.09%
20.07.2007	11.551,85	11.642,73	11.692,61	11.549,17	79,09M	-0.78%
19.07.2007	11.642,73	11.633,35	11.711,05	11.615,23	69,88M	+0.09%
18.07.2007	11.632,82	11.735,36	11.735,36	11.627,67	67,21M	-0.87%
17.07.2007	11.735,36	11.789,20	11.789,34	11.685,46	56,80M	-0.46%
16.07.2007	11.789,20	11.807,11	11.841,42	11.778,48	37,29M	-0.15%
13.07.2007	11.807,11	11.703,94	11.846,77	11.703,94	57,30M	+0.88%
12.07.2007	11.703,94	11.545,41	11.709,49	11.545,41	65,97M	+1.37%
11.07.2007	11.545,41	11.601,81	11.601,81	11.455,43	61,67M	-0.49%
10.07.2007	11.601,81	11.660,99	11.705,21	11.558,35	52,66M	-0.51%
09.07.2007	11.660,99	11.621,60	11.700,48	11.606,41	43,45M	+0.34%
06.07.2007	11.621,60	11.535,58	11.622,94	11.535,58	55,78M	+0.75%
05.07.2007	11.535,58	11.617,57	11.645,80	11.530,14	48,46M	-0.71%
04.07.2007	11.617,57	11.577,60	11.646,47	11.577,60	42,72M	+0.35%
03.07.2007	11.577,60	11.445,81	11.585,68	11.445,81	66,02M	+1.15%
02.07.2007	11.445,81	11.346,87	11.462,29	11.308,64	69,33M	+0.87%
29.06.2007	11.346,87	11.345,85	11.436,23	11.330,12	61,03M	+0.01%
28.06.2007	11.345,85	11.203,62	11.355,55	11.203,62	61,31M	+1.27%
27.06.2007	11.203,62	11.309,43	11.309,43	11.167,63	57,81M	-0.94%
26.06.2007	11.309,43	11.347,68	11.347,68	11.258,84	58,97M	-0.34%
25.06.2007	11.347,68	11.435,30	11.435,30	11.249,06	61,11M	-0.77%
21.06.2007	11.435,30	11.610,81	11.610,81	11.356,44	107,90M	-1.51%
20.06.2007	11.610,81	11.549,70	11.706,01	11.549,70	74,86M	+0.53%
19.06.2007	11.549,70	11.573,56	11.624,40	11.502,71	79,74M	-0.21%
18.06.2007	11.573,56	11.629,54	11.666,76	11.558,48	95,85M	-0.48%
15.06.2007	11.629,54	11.487,82	11.637,33	11.487,52	100,28M	+1.23%
14.06.2007	11.487,82	11.265,74	11.500,64	11.265,74	76,01M	+1.97%
13.06.2007	11.265,74	11.243,71	11.285,14	11.148,40	83,14M	+0.20%
12.06.2007	11.243,71	11.370,70	11.371,85	11.206,12	78,77M	-1.12%
11.06.2007	11.370,70	11.240,96	11.382,91	11.240,96	70,12M	+1.15%
08.06.2007	11.240,96	11.221,20	11.262,42	11.040,88	101,74M	+0.18%
07.06.2007	11.221,20	11.366,68	11.454,06	11.196,56	98,89M	-1.28%
06.06.2007	11.366,68	11.505,88	11.515,56	11.352,09	81,56M	-1.21%
05.06.2007	11.505,88	11.596,88	11.617,11	11.505,55	85,65M	-0.78%
04.06.2007	11.596,88	11.594,06	11.621,11	11.553,32	79,52M	+0.02%
01.06.2007	11.594,06	11.443,41	11.594,06	11.440,52	91,64M	+1.31%
31.05.2007	11.443,58	11.288,16	11.479,40	11.288,16	115,86M	+1.38%
30.05.2007	11.287,92	11.242,80	11.289,80	11.139,40	87,49M	+0.40%
29.05.2007	11.242,80	11.311,56	11.317,62	11.239,55	63,79M	-0.61%
28.05.2007	11.311,86	11.245,16	11.311,86	11.245,16	20,10M	+0.59%
25.05.2007	11.245,16	11.211,17	11.264,94	11.153,91	72,63M	+0.30%
24.05.2007	11.211,87	11.207,10	11.272,00	11.145,74	89,80M	+0.04%
23.05.2007	11.207,20	11.136,57	11.221,20	11.127,93	81,93M	+0.63%
22.05.2007	11.136,57	11.175,77	11.180,77	11.120,51	114,62M	-0.35%
21.05.2007	11.175,77	11.104,89	11.218,52	11.083,83	81,58M	+0.64%
18.05.2007	11.104,83	11.026,77	11.120,34	11.026,70	102,64M	+0.71%
16.05.2007	11.026,77	10.977,25	11.055,80	10.941,52	77,01M	+0.53%
15.05.2007	10.968,75	10.909,47	10.985,35	10.865,75	100,83M	+0.54%
14.05.2007	10.909,47	10.720,60	10.952,97	10.720,60	136,51M	+1.76%
11.05.2007	10.720,60	10.683,52	10.729,01	10.532,21	98,22M	+0.35%
10.05.2007	10.683,52	10.736,38	10.793,51	10.683,19	92,31M	-0.49%
09.05.2007	10.736,42	10.759,05	10.836,63	10.694,92	94,65M	-0.21%
08.05.2007	10.759,05	10.959,00	10.959,60	10.753,56	96,27M	-1.82%
07.05.2007	10.959,00	10.947,72	10.970,78	10.928,08	46,72M	+0.10%
04.05.2007	10.947,72	10.940,99	10.965,33	10.847,27	111,32M	+0.06%
03.05.2007	10.940,99	10.940,09	10.972,25	10.876,27	110,08M	+0.01%
02.05.2007	10.940,09	10.817,43	10.949,97	10.817,43	107,39M	+1.13%
30.04.2007	10.818,23	10.836,28	10.858,54	10.806,65	70,37M	-0.17%
27.04.2007	10.836,28	10.885,98	10.906,97	10.787,06	87,01M	-0.46%
26.04.2007	10.885,98	10.774,14	10.928,23	10.774,14	167,42M	+1.04%
25.04.2007	10.774,14	10.684,53	10.798,86	10.684,30	88,87M	+0.84%
24.04.2007	10.684,53	10.783,44	10.795,43	10.679,46	106,59M	-0.92%
23.04.2007	10.783,44	10.767,34	10.785,23	10.745,52	85,80M	+0.15%
20.04.2007	10.767,34	10.617,50	10.943,29	10.617,50	126,23M	+1.42%
19.04.2007	10.616,94	10.520,62	10.635,45	10.420,94	381,47M	+0.91%
18.04.2007	10.520,69	10.601,70	10.602,03	10.456,97	84,33M	-0.76%
17.04.2007	10.601,70	10.595,69	10.601,70	10.521,52	93,74M	+0.06%
16.04.2007	10.595,69	10.521,52	10.620,16	10.521,52	83,95M	+0.70%
13.04.2007	10.521,52	10.487,56	10.523,70	10.445,44	61,29M	+0.32%
12.04.2007	10.487,63	10.538,90	10.538,97	10.429,11	76,92M	-0.49%
11.04.2007	10.539,57	10.548,17	10.635,64	10.533,24	82,54M	-0.08%
10.04.2007	10.548,31	10.496,66	10.556,63	10.480,76	72,79M	+0.49%
05.04.2007	10.496,39	10.460,50	10.511,70	10.442,76	62,07M	+0.35%
04.04.2007	10.459,85	10.393,23	10.471,32	10.393,23	93,77M	+0.64%
03.04.2007	10.393,23	10.261,42	10.396,20	10.261,42	76,65M	+1.29%
02.04.2007	10.261,36	10.313,00	10.319,98	10.213,50	62,61M	-0.50%
30.03.2007	10.313,00	10.289,64	10.323,62	10.237,00	61,53M	+0.23%
29.03.2007	10.289,64	10.207,82	10.299,75	10.177,08	77,86M	+0.80%
28.03.2007	10.207,82	10.298,72	10.298,72	10.193,26	80,01M	-0.88%
27.03.2007	10.298,72	10.339,66	10.397,20	10.290,05	63,08M	-0.40%
26.03.2007	10.339,66	10.417,99	10.423,32	10.308,48	72,31M	-0.75%
23.03.2007	10.417,99	10.387,88	10.418,20	10.339,20	62,67M	+0.29%
22.03.2007	10.387,88	10.192,35	10.416,45	10.192,35	99,44M	+1.92%
21.03.2007	10.192,35	10.131,36	10.211,40	10.123,75	65,13M	+0.60%
20.03.2007	10.131,36	10.148,32	10.155,92	10.066,56	76,59M	-0.17%
19.03.2007	10.148,32	10.023,35	10.148,51	10.023,16	74,52M	+1.25%
16.03.2007	10.023,35	9.972,56	10.075,98	9.945,88	168,66M	+0.51%
15.03.2007	9.972,56	9.772,25	9.979,27	9.772,25	77,60M	+2.05%
14.03.2007	9.772,25	10.026,75	10.026,75	9.752,26	103,62M	-2.54%
13.03.2007	10.026,75	10.130,40	10.144,24	10.026,75	60,78M	-1.02%
12.03.2007	10.130,40	10.149,86	10.243,06	10.105,68	55,66M	-0.19%
09.03.2007	10.149,86	10.165,64	10.183,07	10.040,13	77,98M	-0.18%
08.03.2007	10.168,11	10.020,21	10.169,53	10.020,21	83,81M	+1.48%
07.03.2007	10.020,21	9.895,44	10.047,49	9.895,17	82,13M	+1.26%
06.03.2007	9.895,44	9.847,28	9.941,94	9.846,22	81,72M	+0.49%
05.03.2007	9.847,28	9.940,02	9.940,02	9.627,23	106,78M	-0.93%
02.03.2007	9.940,02	9.852,57	10.004,84	9.815,03	125,61M	+0.89%
01.03.2007	9.852,57	9.984,84	10.104,54	9.746,78	129,38M	-1.33%
28.02.2007	9.985,26	10.161,46	10.161,46	9.798,83	143,26M	-1.74%
27.02.2007	10.162,55	10.522,91	10.522,91	10.150,16	117,99M	-3.42%
26.02.2007	10.522,81	10.465,47	10.522,81	10.461,77	61,04M	+0.58%
23.02.2007	10.462,07	10.433,90	10.463,37	10.405,18	59,86M	+0.27%
22.02.2007	10.433,90	10.399,07	10.470,71	10.399,07	64,49M	+0.33%
21.02.2007	10.399,07	10.443,03	10.493,01	10.367,02	83,90M	-0.42%
20.02.2007	10.443,03	10.451,90	10.474,43	10.402,73	72,25M	-0.08%
19.02.2007	10.451,90	10.380,26	10.458,33	10.374,73	60,05M	+0.69%
16.02.2007	10.380,26	10.321,46	10.384,47	10.296,82	80,98M	+0.57%
15.02.2007	10.321,46	10.326,18	10.359,63	10.295,78	84,10M	-0.05%
14.02.2007	10.326,18	10.151,27	10.329,47	10.151,01	102,29M	+1.72%
13.02.2007	10.151,27	10.112,74	10.151,95	10.094,11	74,52M	+0.38%
12.02.2007	10.112,74	10.190,72	10.190,72	10.093,92	72,97M	-0.77%
09.02.2007	10.190,72	10.126,99	10.208,15	10.126,99	80,30M	+0.63%
08.02.2007	10.126,99	10.195,41	10.217,53	10.089,31	99,83M	-0.67%
07.02.2007	10.195,41	10.153,85	10.213,94	10.148,76	105,21M	+0.41%
06.02.2007	10.153,85	10.164,31	10.193,83	10.140,41	83,74M	-0.10%
05.02.2007	10.164,31	10.122,15	10.175,44	10.117,24	67,34M	+0.42%
02.02.2007	10.122,15	10.108,43	10.138,80	10.069,69	86,11M	+0.14%
01.02.2007	10.108,43	10.054,05	10.190,08	10.053,68	131,55M	+0.54%
31.01.2007	10.054,05	10.110,14	10.110,27	10.027,02	87,69M	-0.55%
30.01.2007	10.110,14	10.019,76	10.110,14	9.991,53	89,73M	+0.90%
29.01.2007	10.019,76	9.963,94	10.023,97	9.949,20	84,37M	+0.56%
26.01.2007	9.963,94	9.932,27	9.963,94	9.919,57	126,13M	+0.32%
25.01.2007	9.932,27	9.810,93	10.021,04	9.799,87	245,18M	+1.24%
24.01.2007	9.810,93	9.681,55	9.821,57	9.681,55	104,94M	+1.34%
23.01.2007	9.681,55	9.710,62	9.710,66	9.609,19	105,44M	-0.30%
22.01.2007	9.710,62	9.742,31	9.790,52	9.710,39	66,79M	-0.33%
19.01.2007	9.742,31	9.644,72	9.748,16	9.593,92	98,80M	+1.01%
18.01.2007	9.644,72	9.682,69	9.699,48	9.620,54	89,28M	-0.39%
17.01.2007	9.682,69	9.659,69	9.712,96	9.659,49	77,95M	+0.24%
16.01.2007	9.659,69	9.634,70	9.701,74	9.634,70	108,30M	+0.26%
15.01.2007	9.634,70	9.509,07	9.635,22	9.509,07	73,91M	+1.32%
12.01.2007	9.509,07	9.492,61	9.552,75	9.460,12	90,39M	+0.17%
11.01.2007	9.492,61	9.327,57	9.496,04	9.327,57	112,36M	+1.77%
10.01.2007	9.327,57	9.412,72	9.412,72	9.282,97	96,39M	-0.90%
09.01.2007	9.412,72	9.398,19	9.458,76	9.398,19	84,76M	+0.15%
08.01.2007	9.398,19	9.405,60	9.448,14	9.388,63	69,93M	-0.08%
05.01.2007	9.405,60	9.595,82	9.595,82	9.396,24	116,84M	-1.98%
04.01.2007	9.595,82	9.684,57	9.684,57	9.517,00	83,82M	-0.92%
03.01.2007	9.684,57	9.728,45	9.728,45	9.603,25	75,29M	-0.45%
02.01.2007	9.728,45	9.625,37	9.730,76	9.625,37	45,84M	+1.07%
29.12.2006	9.625,37	9.629,17	9.661,54	9.616,84	38,62M	-0.04%
28.12.2006	9.629,17	9.653,27	9.665,55	9.613,31	34,30M	-0.25%
27.12.2006	9.653,27	9.546,74	9.654,47	9.546,74	30,55M	+1.12%
22.12.2006	9.546,74	9.555,86	9.574,90	9.533,85	41,83M	-0.10%
21.12.2006	9.555,86	9.570,27	9.598,77	9.552,43	53,17M	-0.15%
20.12.2006	9.570,17	9.532,48	9.600,77	9.532,48	53,43M	+0.40%
19.12.2006	9.532,48	9.634,67	9.634,71	9.510,33	62,94M	-1.06%
18.12.2006	9.634,67	9.601,00	9.653,72	9.588,33	65,23M	+0.35%
15.12.2006	9.601,00	9.526,42	9.621,83	9.526,02	98,28M	+0.78%
14.12.2006	9.526,42	9.527,28	9.556,47	9.461,09	81,17M	-0.01%
13.12.2006	9.527,28	9.509,15	9.531,84	9.469,96	78,48M	+0.19%
12.12.2006	9.509,15	9.473,87	9.509,63	9.448,80	77,68M	+0.37%
11.12.2006	9.473,87	9.410,35	9.502,30	9.410,35	59,61M	+0.68%
08.12.2006	9.410,35	9.432,61	9.432,61	9.324,10	57,43M	-0.24%
07.12.2006	9.432,61	9.345,40	9.455,26	9.345,40	76,80M	+0.93%
05.12.2006	9.345,40	9.222,57	9.347,40	9.222,57	82,30M	+1.33%
04.12.2006	9.222,57	9.196,25	9.235,82	9.175,90	58,64M	+0.29%
01.12.2006	9.196,25	9.248,03	9.299,31	9.168,85	76,19M	-0.56%
30.11.2006	9.248,03	9.361,49	9.362,01	9.245,51	93,45M	-1.21%
29.11.2006	9.361,49	9.219,92	9.363,25	9.219,92	86,81M	+1.54%
28.11.2006	9.219,92	9.309,30	9.314,45	9.166,41	112,78M	-0.96%
27.11.2006	9.309,30	9.505,56	9.505,56	9.304,60	74,01M	-2.06%
24.11.2006	9.505,56	9.556,57	9.562,16	9.463,12	74,57M	-0.53%
23.11.2006	9.556,57	9.561,95	9.611,72	9.543,48	52,79M	-0.06%
22.11.2006	9.561,95	9.458,49	9.603,98	9.458,49	97,70M	+1.09%
21.11.2006	9.458,49	9.380,86	9.463,68	9.375,27	73,29M	+0.83%
20.11.2006	9.380,86	9.368,68	9.385,38	9.296,91	60,35M	+0.13%
17.11.2006	9.368,68	9.437,20	9.440,96	9.341,32	65,86M	-0.73%
16.11.2006	9.437,20	9.434,91	9.449,62	9.397,94	62,14M	+0.02%
15.11.2006	9.434,91	9.326,62	9.439,60	9.326,62	96,64M	+1.16%
14.11.2006	9.326,82	9.270,90	9.347,04	9.270,90	67,85M	+0.60%
13.11.2006	9.270,90	9.253,05	9.296,86	9.253,05	58,75M	+0.19%
10.11.2006	9.253,05	9.293,59	9.293,59	9.224,46	66,10M	-0.44%
09.11.2006	9.293,66	9.227,67	9.346,67	9.227,67	96,78M	+0.72%
08.11.2006	9.227,67	9.238,89	9.238,89	9.182,72	66,48M	-0.12%
07.11.2006	9.238,89	9.169,89	9.247,32	9.167,55	66,28M	+0.75%
06.11.2006	9.169,89	9.067,78	9.174,11	9.067,78	57,90M	+1.13%
03.11.2006	9.067,78	9.068,97	9.102,53	9.027,60	60,94M	-0.01%
02.11.2006	9.068,97	9.169,77	9.169,77	9.015,97	89,44M	-1.10%
01.11.2006	9.169,77	9.198,06	9.215,58	9.152,46	63,83M	-0.31%
31.10.2006	9.198,06	9.188,49	9.230,08	9.180,68	72,11M	+0.10%
30.10.2006	9.188,49	9.235,95	9.235,95	9.113,92	64,61M	-0.51%
27.10.2006	9.235,95	9.191,02	9.249,65	9.191,02	78,62M	+0.49%
26.10.2006	9.191,02	9.154,35	9.277,86	9.154,35	95,31M	+0.40%
25.10.2006	9.154,35	9.180,84	9.192,57	9.142,76	78,76M	-0.29%
24.10.2006	9.180,84	9.182,93	9.198,36	9.154,35	79,44M	-0.02%
23.10.2006	9.182,93	9.139,92	9.189,03	9.118,53	63,14M	+0.47%
20.10.2006	9.139,92	9.130,74	9.179,61	9.119,34	97,97M	+0.10%
19.10.2006	9.130,74	9.222,11	9.222,11	9.025,07	258,96M	-0.99%
18.10.2006	9.222,11	9.090,70	9.274,91	9.065,90	128,24M	+1.45%
17.10.2006	9.090,70	9.201,12	9.210,12	9.080,79	70,29M	-1.20%
16.10.2006	9.201,12	9.149,57	9.223,72	9.149,57	54,42M	+0.56%
13.10.2006	9.149,57	9.129,98	9.184,87	9.102,42	53,78M	+0.21%
12.10.2006	9.129,98	9.070,81	9.129,98	9.064,53	69,69M	+0.65%
11.10.2006	9.070,81	8.990,56	9.078,19	8.970,70	81,19M	+0.89%
10.10.2006	8.990,56	8.869,10	8.996,60	8.869,10	88,35M	+1.37%
09.10.2006	8.869,10	8.835,41	8.877,09	8.815,28	46,31M	+0.38%
06.10.2006	8.835,41	8.829,98	8.855,56	8.795,45	71,24M	+0.06%
05.10.2006	8.829,98	8.758,35	8.858,32	8.758,35	77,11M	+0.82%
04.10.2006	8.758,35	8.786,80	8.793,98	8.728,77	69,80M	-0.32%
03.10.2006	8.786,80	8.823,78	8.823,78	8.707,23	68,88M	-0.42%
02.10.2006	8.823,78	8.856,39	8.861,96	8.775,93	62,24M	-0.37%
29.09.2006	8.856,39	8.845,92	8.867,16	8.817,91	65,80M	+0.12%
28.09.2006	8.845,92	8.790,95	8.855,09	8.790,95	68,49M	+0.63%
27.09.2006	8.790,95	8.667,57	8.797,46	8.667,57	80,37M	+1.42%
26.09.2006	8.667,57	8.552,31	8.683,27	8.552,31	74,80M	+1.35%
25.09.2006	8.552,31	8.615,62	8.638,28	8.531,76	62,52M	-0.73%
22.09.2006	8.615,62	8.703,16	8.703,16	8.605,32	57,32M	-1.01%
21.09.2006	8.703,16	8.664,61	8.727,10	8.650,78	79,78M	+0.44%
20.09.2006	8.664,61	8.609,99	8.664,61	8.568,10	74,14M	+0.63%
19.09.2006	8.609,99	8.653,03	8.673,87	8.605,03	83,87M	-0.50%
18.09.2006	8.653,03	8.683,66	8.683,66	8.604,74	69,77M	-0.35%
15.09.2006	8.683,66	8.690,24	8.715,92	8.631,57	124,14M	-0.08%
14.09.2006	8.690,24	8.728,47	8.797,04	8.642,94	87,54M	-0.44%
13.09.2006	8.728,47	8.668,06	8.731,45	8.668,06	61,87M	+0.70%
12.09.2006	8.668,06	8.535,35	8.677,38	8.535,35	93,92M	+1.55%
11.09.2006	8.535,35	8.592,20	8.592,20	8.505,49	50,67M	-0.66%
08.09.2006	8.592,20	8.561,12	8.618,14	8.533,85	78,43M	+0.36%
07.09.2006	8.561,12	8.673,57	8.673,57	8.551,94	81,89M	-1.30%
06.09.2006	8.673,57	8.795,54	8.795,54	8.635,94	99,33M	-1.39%
05.09.2006	8.795,54	8.866,79	8.866,79	8.765,40	74,39M	-0.80%
04.09.2006	8.866,79	8.857,49	8.889,41	8.844,43	48,50M	+0.10%
01.09.2006	8.857,49	8.899,87	8.899,87	8.829,69	82,89M	-0.48%
31.08.2006	8.899,87	8.943,66	8.943,66	8.877,60	62,93M	-0.49%
30.08.2006	8.943,66	8.895,12	8.979,64	8.895,12	55,18M	+0.55%
29.08.2006	8.895,12	8.910,45	8.979,49	8.884,91	56,76M	-0.17%
28.08.2006	8.910,45	8.863,20	8.924,14	8.812,68	30,69M	+0.53%
25.08.2006	8.863,19	8.873,92	8.911,04	8.843,38	53,36M	-0.12%
24.08.2006	8.873,92	8.918,96	8.918,96	8.837,21	57,38M	-0.50%
23.08.2006	8.918,93	8.996,76	8.996,76	8.915,05	64,42M	-0.87%
22.08.2006	8.996,76	8.884,02	9.001,66	8.884,02	53,20M	+1.27%
21.08.2006	8.884,02	8.866,38	8.896,57	8.833,79	46,36M	+0.20%
18.08.2006	8.866,38	8.913,11	8.913,11	8.847,09	64,20M	-0.52%
17.08.2006	8.913,11	8.878,60	8.934,37	8.878,60	73,64M	+0.39%
16.08.2006	8.878,60	8.733,65	8.926,47	8.733,65	102,71M	+1.66%
15.08.2006	8.733,65	8.664,81	8.734,03	8.616,31	62,61M	+0.79%
14.08.2006	8.664,81	8.581,97	8.664,81	8.581,97	46,95M	+0.97%
11.08.2006	8.581,97	8.591,85	8.626,22	8.572,07	40,99M	-0.11%
10.08.2006	8.591,85	8.627,03	8.627,03	8.519,90	49,10M	-0.41%
09.08.2006	8.627,03	8.539,25	8.637,38	8.502,77	61,67M	+1.03%
08.08.2006	8.539,25	8.482,27	8.547,06	8.482,27	50,12M	+0.67%
07.08.2006	8.482,27	8.611,68	8.611,68	8.474,98	33,11M	-1.50%
04.08.2006	8.611,68	8.510,99	8.625,23	8.510,99	44,57M	+1.18%
03.08.2006	8.510,99	8.568,93	8.574,45	8.478,34	51,39M	-0.68%
02.08.2006	8.568,94	8.542,27	8.579,54	8.537,58	46,42M	+0.31%
01.08.2006	8.542,27	8.584,78	8.621,24	8.529,61	47,11M	-0.50%
31.07.2006	8.584,78	8.590,50	8.610,33	8.565,83	51,46M	-0.07%
28.07.2006	8.590,50	8.595,85	8.595,85	8.509,04	49,34M	-0.06%
27.07.2006	8.595,85	8.506,99	8.596,71	8.506,99	53,25M	+1.04%
26.07.2006	8.506,99	8.577,70	8.592,01	8.493,12	55,68M	-0.82%
25.07.2006	8.577,70	8.568,62	8.621,62	8.568,62	50,39M	+0.11%
24.07.2006	8.568,62	8.444,13	8.571,69	8.412,87	41,99M	+1.47%
21.07.2006	8.444,13	8.537,22	8.558,07	8.432,95	76,03M	-1.09%
20.07.2006	8.537,22	8.466,00	8.596,02	8.400,22	193,50M	+0.84%
19.07.2006	8.466,00	8.184,35	8.466,00	8.184,35	78,86M	+3.44%
18.07.2006	8.184,35	8.186,84	8.274,61	8.184,35	62,84M	-0.03%
17.07.2006	8.186,84	8.232,84	8.272,68	8.152,53	50,56M	-0.56%
14.07.2006	8.232,84	8.314,60	8.314,60	8.224,49	53,15M	-0.98%
13.07.2006	8.314,60	8.515,65	8.515,65	8.294,80	72,37M	-2.36%
12.07.2006	8.515,66	8.471,44	8.577,53	8.471,44	47,55M	+0.52%
11.07.2006	8.471,44	8.558,23	8.558,23	8.461,04	48,88M	-1.01%
10.07.2006	8.558,23	8.542,93	8.559,98	8.492,81	40,99M	+0.18%
07.07.2006	8.542,93	8.635,77	8.635,77	8.521,04	57,61M	-1.08%
06.07.2006	8.635,77	8.593,20	8.652,42	8.578,65	51,57M	+0.50%
05.07.2006	8.593,20	8.688,57	8.688,57	8.591,01	42,60M	-1.10%
04.07.2006	8.688,57	8.669,07	8.694,56	8.650,70	23,83M	+0.22%
03.07.2006	8.669,07	8.617,97	8.669,43	8.612,53	37,40M	+0.59%
30.06.2006	8.617,97	8.408,91	8.635,64	8.408,91	82,17M	+2.49%
29.06.2006	8.408,91	8.236,21	8.408,91	8.236,21	71,84M	+2.10%
28.06.2006	8.236,21	8.352,60	8.352,60	8.227,14	70,83M	-1.39%
27.06.2006	8.352,60	8.382,99	8.430,13	8.352,60	43,35M	-0.36%
