"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]"
"Helsinki Kumpula","2024","1","22","08:00","0","93","8","0","1004.6","0.1","-0.1","9.3","187","13.5"
"Helsinki Kumpula","2024","1","22","09:00","-0.2","91","8","0.1","1003","-0.1","-0.3","9.3","184","16.3"
"Helsinki Kumpula","2024","1","22","10:00","-0.4","92","7.9","1.3","1001.3","-0.2","-0.5","8.5","179","14.9"
"Helsinki Kumpula","2024","1","22","11:00","-0.5","92","8","0.5","998.7","-0.4","-0.5","9.6","171","16.7"
"Helsinki Kumpula","2024","1","22","12:00","-0.4","93","8.3","0.6","996.2","-0.3","-0.4","10.2","173","17.1"
"Helsinki Kumpula","2024","1","22","13:00","-0.2","94","9.5","0.6","994.6","0","-0.3","10.6","180","17.8"
"Helsinki Kumpula","2024","1","22","14:00","0","95","8.6","1.3","992.8","0.1","-0.1","10","182","16.9"
"Helsinki Kumpula","2024","1","22","15:00","0","98","9.1","1.7","991.6","0.2","-0.1","11.2","188","17.9"
"Helsinki Kumpula","2024","1","22","16:00","0.4","97","11.1","0.2","990.4","0.5","0.2","12.3","188","18.1"
"Helsinki Kumpula","2024","1","22","17:00","0.5","97","9.4","0.8","989.4","0.9","0.3","10.4","194","18.2"
"Helsinki Kumpula","2024","1","22","18:00","1.1","96","9.4","0","988.5","1.3","0.8","10.5","208","19.5"
"Helsinki Kumpula","2024","1","22","19:00","1.5","96","9.3","0","988","1.8","1.3","10.4","201","19.3"
"Helsinki Kumpula","2024","1","22","20:00","1.9","95","9","0.2","987.9","2.2","1.7","10.2","208","18.3"
"Helsinki Kumpula","2024","1","22","21:00","2.3","96","9.7","0","987.8","2.5","2","10.9","211","19.3"
"Helsinki Kumpula","2024","1","22","22:00","2.5","96","10.1","0","988","2.8","2.3","11","215","18.9"
"Helsinki Kumpula","2024","1","22","23:00","2.9","93","10.2","0","988","3.2","2.7","11.8","212","18.5"
"Helsinki Kumpula","2024","1","23","00:00","3","91","9.8","0","988.5","3.1","2.7","12.3","219","20"
"Helsinki Kumpula","2024","1","23","01:00","3","89","9.6","0","988.7","3.2","2.8","11.2","227","17.9"
"Helsinki Kumpula","2024","1","23","02:00","2.9","90","10.3","0","988.9","3.2","2.7","11.1","223","18.1"
"Helsinki Kumpula","2024","1","23","03:00","2.8","90","9.9","0","989.3","2.9","2.6","11.1","227","17"
"Helsinki Kumpula","2024","1","23","04:00","2.7","90","9.6","0","989.8","2.9","2.5","10.6","226","16.2"
"Helsinki Kumpula","2024","1","23","05:00","2.7","89","9.4","0","990.4","2.8","2.6","10.9","225","17.6"
"Helsinki Kumpula","2024","1","23","06:00","2.6","90","9.4","0","990.8","2.7","2.5","10.5","226","16.6"
"Helsinki Kumpula","2024","1","23","07:00","2.6","89","9.7","0","991.5","2.8","2.5","10.7","224","16.3"
"Helsinki Kumpula","2024","1","23","08:00","2.6","89","9.1","0","992.6","2.7","2.4","10.4","225","15.7"
"Helsinki Kumpula","2024","1","23","09:00","2.6","90","10.2","0","993.3","2.8","2.3","10.8","223","16.8"
"Helsinki Kumpula","2024","1","23","10:00","2.4","91","9.7","0","993.8","2.5","2.3","10.7","224","16.9"
"Helsinki Kumpula","2024","1","23","11:00","2.3","92","9.1","0.3","994.2","2.4","2.2","10.2","224","15.8"
"Helsinki Kumpula","2024","1","23","12:00","2.3","94","8.8","0.1","994.5","2.4","2.1","10.2","223","16.1"
"Helsinki Kumpula","2024","1","23","13:00","2.4","93","8.5","0","994.7","2.5","2.3","9.9","220","15.8"
"Helsinki Kumpula","2024","1","23","14:00","2.4","91","9.3","0","994.9","2.6","2.3","10.3","225","16.5"
"Helsinki Kumpula","2024","1","23","15:00","2.3","91","8.2","0","995.4","2.4","2.2","9.1","225","14.2"
"Helsinki Kumpula","2024","1","23","16:00","2","94","7.1","0","995.9","2.2","1.8","8.3","221","12.8"
"Helsinki Kumpula","2024","1","23","17:00","1.9","95","7.4","0","996.3","2","1.8","8.1","225","13.2"
"Helsinki Kumpula","2024","1","23","18:00","1.8","96","7.2","0","996.6","1.9","1.7","7.9","226","12.3"
"Helsinki Kumpula","2024","1","23","19:00","1.8","96","7","0","996.9","2","1.7","8.7","226","12.5"
"Helsinki Kumpula","2024","1","23","20:00","1.7","96","6.3","0","997.3","1.9","1.6","7.2","228","11.6"
"Helsinki Kumpula","2024","1","23","21:00","1.7","96","5.9","0","997.3","1.9","1.6","7.1","223","11.3"
"Helsinki Kumpula","2024","1","23","22:00","1.7","96","6.7","0","997.6","1.8","1.6","7.3","226","10.8"
"Helsinki Kumpula","2024","1","23","23:00","1.6","97","6","0","997.8","1.7","1.4","7","225","10"
"Helsinki Kumpula","2024","1","24","00:00","1.3","97","4","0","997.8","1.5","1.2","5","226","6.7"
"Helsinki Kumpula","2024","1","24","01:00","1.2","98","3.3","0","997.6","1.4","1","3.5","228","5.6"
"Helsinki Kumpula","2024","1","24","02:00","0.8","98","3.3","0","997.6","1.2","0.6","4.3","273","7.3"
"Helsinki Kumpula","2024","1","24","03:00","0.5","98","3.5","0","997.4","0.6","0.3","3.9","280","6.1"
"Helsinki Kumpula","2024","1","24","04:00","0.3","98","3.8","0","997.5","0.4","0.1","4.8","270","7.1"
"Helsinki Kumpula","2024","1","24","05:00","-0.1","98","3.4","0","997.2","0.1","-0.2","4.1","283","6.8"
"Helsinki Kumpula","2024","1","24","06:00","-0.1","97","4","0","996.9","0","-0.2","4.4","278","6.7"
"Helsinki Kumpula","2024","1","24","07:00","0","95","2.7","0","996.4","0","-0.1","4.1","265","5.5"
"Helsinki Kumpula","2024","1","24","08:00","-0.1","95","3.3","0","996.5","0","-0.1","4.1","230","6.3"
"Helsinki Kumpula","2024","1","24","09:00","0.1","97","2.7","0","996.1","0.3","0","4.3","227","6.4"
"Helsinki Kumpula","2024","1","24","10:00","0.6","97","2.9","0","995.2","1","0.3","4.6","209","7.4"
"Helsinki Kumpula","2024","1","24","11:00","1","96","4","0","994.1","1.1","0.9","5.1","216","8"
"Helsinki Kumpula","2024","1","24","12:00","1.1","96","3","0","993.6","1.2","0.9","4.2","196","6.3"
"Helsinki Kumpula","2024","1","24","13:00","0.9","97","2.9","0.2","992.8","1","0.8","3.2","138","5.1"
"Helsinki Kumpula","2024","1","24","14:00","0.8","99","3","0.3","992.2","0.9","0.8","3.4","112","5.3"
"Helsinki Kumpula","2024","1","24","15:00","0.8","99","3.5","0.3","991.7","0.9","0.7","4","108","5.3"
"Helsinki Kumpula","2024","1","24","16:00","0.6","99","3.5","0.9","991.3","0.8","0.3","4.2","104","6.1"
"Helsinki Kumpula","2024","1","24","17:00","0.5","99","3.8","0.5","990.9","0.6","0.3","4.4","101","6.2"
"Helsinki Kumpula","2024","1","24","18:00","0.4","98","3.9","0.8","990.6","0.5","0.3","4.3","96","6.4"
"Helsinki Kumpula","2024","1","24","19:00","0.3","98","4.1","0.6","990.4","0.4","0.3","4.6","87","6.5"
"Helsinki Kumpula","2024","1","24","20:00","0.4","98","4.1","0.2","990.5","0.5","0.3","4.4","80","8.1"
"Helsinki Kumpula","2024","1","24","21:00","0.5","98","4.3","0.1","990.6","0.6","0.5","4.6","74","8.5"
"Helsinki Kumpula","2024","1","24","22:00","0.6","97","4.3","0","991","0.6","0.6","4.8","61","7.5"
"Helsinki Kumpula","2024","1","24","23:00","0.6","97","4.2","0","991.6","0.6","0.6","4.7","55","6.8"
"Helsinki Kumpula","2024","1","25","00:00","0.5","96","4.6","0.1","992.2","0.6","0.5","5.3","49","7.8"
"Helsinki Kumpula","2024","1","25","01:00","0.6","96","4.2","0.2","993.1","0.7","0.5","4.9","44","7.4"
"Helsinki Kumpula","2024","1","25","02:00","0.7","96","4","0.1","994","0.7","0.7","4.3","38","7.2"
"Helsinki Kumpula","2024","1","25","03:00","0.7","96","4.5","0.1","995.1","0.8","0.7","4.9","28","8"
"Helsinki Kumpula","2024","1","25","04:00","0.8","94","5.1","0","996.2","0.9","0.7","5.3","23","9.4"
"Helsinki Kumpula","2024","1","25","05:00","0.8","93","5.1","0","997.5","0.8","0.7","5.7","18","9.2"
"Helsinki Kumpula","2024","1","25","06:00","0.7","92","5.1","0.1","998.7","0.8","0.6","5.7","17","10.1"
"Helsinki Kumpula","2024","1","25","07:00","0.7","92","5.5","0","999.9","0.7","0.6","6.2","13","9.7"
"Helsinki Kumpula","2024","1","25","08:00","0.6","91","6","0","1001.4","0.7","0.5","6.7","9","10.6"
"Helsinki Kumpula","2024","1","25","09:00","0.6","89","6.2","0","1003","0.6","0.5","7.6","10","12.1"
"Helsinki Kumpula","2024","1","25","10:00","0.4","88","6.1","0","1004.3","0.6","0.4","7","7","11.6"
"Helsinki Kumpula","2024","1","25","11:00","0.4","85","6.3","0","1005.6","0.5","0.3","7.2","11","11.6"
"Helsinki Kumpula","2024","1","25","12:00","0","86","5.7","0","1006.7","0.3","-0.2","6.3","5","11.7"
"Helsinki Kumpula","2024","1","25","13:00","-0.4","86","5.7","0","1007.9","-0.2","-0.6","7.2","3","10.8"
"Helsinki Kumpula","2024","1","25","14:00","-0.7","86","5.9","0","1009.3","-0.6","-1","7","3","12"
"Helsinki Kumpula","2024","1","25","15:00","-1.2","84","5.6","0","1010.5","-0.9","-1.5","6.5","1","12.5"
"Helsinki Kumpula","2024","1","25","16:00","-1.8","81","5.9","0","1011.6","-1.5","-2","6.8","4","10.3"
"Helsinki Kumpula","2024","1","25","17:00","-2.2","80","5.3","0","1012.7","-2","-2.4","5.8","5","9.9"
"Helsinki Kumpula","2024","1","25","18:00","-2.6","79","5","0","1013.7","-2.4","-2.8","5.4","360","10.6"
"Helsinki Kumpula","2024","1","25","19:00","-3.1","80","4.8","0","1014.6","-2.8","-3.4","5.4","358","8.7"
"Helsinki Kumpula","2024","1","25","20:00","-3.7","83","4.2","0","1015.4","-3.4","-3.9","4.8","357","8.4"
"Helsinki Kumpula","2024","1","25","21:00","-4.2","84","3.8","0","1016","-3.8","-4.5","4.2","355","7.6"
"Helsinki Kumpula","2024","1","25","22:00","-4.8","85","4","0","1016.5","-4.6","-5.1","4.3","351","7.4"
"Helsinki Kumpula","2024","1","25","23:00","-5.3","85","4.1","0","1017.1","-5.1","-5.5","4.8","350","8.2"
"Helsinki Kumpula","2024","1","26","00:00","-5.8","84","3.6","0","1017.8","-5.6","-5.9","4","353","6.9"
"Helsinki Kumpula","2024","1","26","01:00","-6","83","4.1","0","1018.2","-5.9","-6.3","4.5","356","7.6"
"Helsinki Kumpula","2024","1","26","02:00","-6.4","84","4","0","1018.7","-6.2","-6.7","4.5","354","6.9"
"Helsinki Kumpula","2024","1","26","03:00","-6.7","85","3.4","0","1018.8","-6.6","-6.9","3.8","348","6.2"
"Helsinki Kumpula","2024","1","26","04:00","-6.9","85","3.3","0","1019","-6.7","-7.1","3.6","351","6.2"
"Helsinki Kumpula","2024","1","26","05:00","-7.1","85","3.8","0","1018.9","-7","-7.2","4.2","2","5.7"
"Helsinki Kumpula","2024","1","26","06:00","-7.4","87","3.2","0","1019.1","-7","-7.9","3.5","357","5.7"
"Helsinki Kumpula","2024","1","26","07:00","-8.2","89","2.6","0","1019.4","-7.8","-8.7","3.5","343","5.1"
"Helsinki Kumpula","2024","1","26","08:00","-7.9","85","2.7","0","1019.3","-7.5","-8.1","3.2","13","5.1"
"Helsinki Kumpula","2024","1","26","09:00","-7.4","82","2.3","0","1019.2","-7.1","-7.7","3","28","4.2"
"Helsinki Kumpula","2024","1","26","10:00","-6.4","79","1.6","0","1018.9","-5.9","-7.1","2.1","69","3.1"
"Helsinki Kumpula","2024","1","26","11:00","-5.6","77","1.2","0","1018.1","-5.2","-5.9","1.6","64","2.6"
"Helsinki Kumpula","2024","1","26","12:00","-5.1","76","1.8","0","1017.6","-5","-5.3","3.1","110","4.1"
"Helsinki Kumpula","2024","1","26","13:00","-5.3","80","2.6","0","1017.1","-5","-5.6","3.3","113","4.2"
"Helsinki Kumpula","2024","1","26","14:00","-5.6","89","2","0","1016.7","-5.5","-5.7","2.7","120","3.8"
"Helsinki Kumpula","2024","1","26","15:00","-5.3","95","2.9","0","1016.5","-5.2","-5.6","4.1","128","5.6"
"Helsinki Kumpula","2024","1","26","16:00","-4.9","97","3.7","0","1015.8","-4.8","-5.2","5","132","7.1"
"Helsinki Kumpula","2024","1","26","17:00","-4.6","97","3.7","0","1015.1","-4.4","-4.8","4.7","130","6.8"
"Helsinki Kumpula","2024","1","26","18:00","-4.2","96","3.7","0","1014.3","-4.1","-4.4","5.3","134","7.4"
"Helsinki Kumpula","2024","1","26","19:00","-3.9","94","4.5","0","1013.7","-3.9","-4.1","5.1","138","8.4"
"Helsinki Kumpula","2024","1","26","20:00","-3.9","92","4.5","0","1013.4","-3.8","-4","5.3","153","8.3"
"Helsinki Kumpula","2024","1","26","21:00","-4.2","92","4.4","0","1013.2","-4","-4.3","5.1","153","8.7"
"Helsinki Kumpula","2024","1","26","22:00","-4.1","90","4.3","0","1013.4","-4","-4.2","5.7","172","11.8"
"Helsinki Kumpula","2024","1","26","23:00","-4.2","88","3.8","0","1013.2","-4.1","-4.2","4.8","176","8.2"
"Helsinki Kumpula","2024","1","27","00:00","-4.1","87","3.3","0","1013.4","-4.1","-4.2","4.8","176","6.9"
"Helsinki Kumpula","2024","1","27","01:00","-4.1","86","3.6","0","1013.7","-4.1","-4.2","4.7","162","6.8"
"Helsinki Kumpula","2024","1","27","02:00","-4.2","86","4.1","0","1014.1","-4.1","-4.3","4.8","178","8.2"
"Helsinki Kumpula","2024","1","27","03:00","-4.1","86","3.3","0","1014.4","-4","-4.2","4.4","179","6.8"
"Helsinki Kumpula","2024","1","27","04:00","-4","85","3.3","0","1014.8","-3.9","-4.1","4.4","191","6.6"
"Helsinki Kumpula","2024","1","27","05:00","-3.9","84","2.5","0","1015.2","-3.7","-4","3.1","205","5.2"
"Helsinki Kumpula","2024","1","27","06:00","-3.7","83","2.9","0","1015.7","-3.6","-3.8","3.7","187","5.4"
"Helsinki Kumpula","2024","1","27","07:00","-3.5","82","3.3","0","1016.5","-3.4","-3.6","3.8","220","5.6"
"Helsinki Kumpula","2024","1","27","08:00","-3.3","81","3.1","0","1017.1","-3.1","-3.5","3.8","218","5.9"
"Helsinki Kumpula","2024","1","27","09:00","-3","80","2.9","0","1017.9","-2.9","-3.1","3.9","226","5.6"
"Helsinki Kumpula","2024","1","27","10:00","-2.8","80","3.1","0","1018.5","-2.7","-2.9","3.8","219","5.4"
"Helsinki Kumpula","2024","1","27","11:00","-2.7","81","3.2","0","1019","-2.6","-2.8","4","217","5.4"
"Helsinki Kumpula","2024","1","27","12:00","-2.6","82","4","0","1019.6","-2.6","-2.7","4.5","226","5.8"
"Helsinki Kumpula","2024","1","27","13:00","-2.5","84","4.1","0","1020.2","-2.4","-2.6","4.7","220","6.6"
"Helsinki Kumpula","2024","1","27","14:00","-2.4","87","3.6","0","1020.9","-2.3","-2.5","4.4","225","6.7"
"Helsinki Kumpula","2024","1","27","15:00","-2.2","88","3.7","0","1020.9","-2","-2.3","4","213","6.1"
"Helsinki Kumpula","2024","1","27","16:00","-1.9","88","3.8","0","1021.2","-1.7","-2","4.4","218","6.9"
"Helsinki Kumpula","2024","1","27","17:00","-1.7","91","4.2","0","1021.7","-1.6","-1.8","4.8","221","7.2"
"Helsinki Kumpula","2024","1","27","18:00","-1.5","93","4.5","0","1021.8","-1.3","-1.6","5.9","223","8.6"
"Helsinki Kumpula","2024","1","27","19:00","-1.3","95","4.8","0","1021.8","-1.2","-1.4","5.6","219","8"
"Helsinki Kumpula","2024","1","27","20:00","-1","96","4.1","0","1022","-0.8","-1.2","5","221","7.5"
"Helsinki Kumpula","2024","1","27","21:00","-0.8","95","5.6","0","1022","-0.7","-0.9","6.2","214","9.4"
"Helsinki Kumpula","2024","1","27","22:00","-0.6","95","5.6","0","1021.8","-0.5","-0.7","6.4","215","11.1"
"Helsinki Kumpula","2024","1","27","23:00","-0.5","94","7","0","1022","-0.4","-0.5","8.1","222","12.6"
"Helsinki Kumpula","2024","1","28","00:00","-0.2","94","6.3","0","1022","0","-0.4","6.9","226","11.1"
"Helsinki Kumpula","2024","1","28","01:00","0.1","93","6.3","0","1021.7","0.2","0","7.4","232","11.9"
"Helsinki Kumpula","2024","1","28","02:00","0.1","97","6.1","0","1021.5","0.2","0.1","7.6","224","11.9"
"Helsinki Kumpula","2024","1","28","03:00","0.3","98","5.1","0","1021.9","0.6","0.2","7.1","237","10.7"
"Helsinki Kumpula","2024","1","28","04:00","0.6","98","4.3","0","1022","0.6","0.5","4.8","231","7.5"
"Helsinki Kumpula","2024","1","28","05:00","0.7","99","4.5","0","1021.9","0.8","0.6","4.8","236","7.8"
"Helsinki Kumpula","2024","1","28","06:00","0.9","99","3.9","0","1022.6","1.1","0.8","4.7","244","7.1"
"Helsinki Kumpula","2024","1","28","07:00","1.1","98","2.8","0","1023.1","1.2","1","3.3","252","5"
"Helsinki Kumpula","2024","1","28","08:00","1.2","98","2.8","0","1023.6","1.4","1","3.5","247","5.3"
"Helsinki Kumpula","2024","1","28","09:00","1.5","96","3.7","0","1023.9","1.6","1.4","4","240","6.3"
"Helsinki Kumpula","2024","1","28","10:00","1.6","97","2.9","0","1024.6","1.6","1.4","3.4","237","5.1"
"Helsinki Kumpula","2024","1","28","11:00","1.6","97","3.4","0","1024.6","1.8","1.5","3.7","234","5.3"
"Helsinki Kumpula","2024","1","28","12:00","1.6","98","4.1","0.1","1024.6","1.8","1.5","4.5","238","6.6"
"Helsinki Kumpula","2024","1","28","13:00","1.7","98","4.3","0","1024.4","1.8","1.6","4.7","237","7.1"
"Helsinki Kumpula","2024","1","28","14:00","1.8","97","3.9","0","1024.5","2","1.6","4.2","231","6.5"
"Helsinki Kumpula","2024","1","28","15:00","1.7","96","4.4","0","1024.5","2","1.5","5.1","225","8.2"
"Helsinki Kumpula","2024","1","28","16:00","1.5","97","4.7","0","1024.4","1.7","1.3","5.4","221","7.8"
"Helsinki Kumpula","2024","1","28","17:00","1.6","97","6.2","0","1024.3","1.9","1.4","6.7","226","10.8"
"Helsinki Kumpula","2024","1","28","18:00","2","97","7.6","0","1024.2","2.2","1.8","8.4","237","14.5"
"Helsinki Kumpula","2024","1","28","19:00","1.9","97","7.7","0","1023.8","2.2","1.6","8.3","231","12.1"
"Helsinki Kumpula","2024","1","28","20:00","1.8","96","7.5","0","1023.4","2.1","1.5","8.1","231","13.2"
"Helsinki Kumpula","2024","1","28","21:00","2","95","7.2","0","1023.3","2.1","1.8","8.5","231","12.4"
"Helsinki Kumpula","2024","1","28","22:00","2","95","7.4","0","1023","2.1","1.8","8.3","230","11.9"
"Helsinki Kumpula","2024","1","28","23:00","1.8","95","9.7","0","1022.8","2","1.7","11.1","228","16.6"
"Helsinki Kumpula","2024","1","29","00:00","1.7","96","9.3","0","1022.7","1.9","1.5","10.3","228","17"
"Helsinki Kumpula","2024","1","29","01:00","1.5","97","10.3","0","1022.4","1.6","1.4","11.3","226","18.3"
"Helsinki Kumpula","2024","1","29","02:00","1.3","97","11.1","0","1021.7","1.4","1.3","12.1","226","17.9"
"Helsinki Kumpula","2024","1","29","03:00","1.4","94","10.8","0","1021.4","1.6","1.2","12.2","228","17.5"
"Helsinki Kumpula","2024","1","29","04:00","1.7","89","9.7","0","1020.6","2","1.5","10.8","226","16.2"
"Helsinki Kumpula","2024","1","29","05:00","2","86","8.9","0","1020.1","2.2","1.9","10.3","230","14.9"
"Helsinki Kumpula","2024","1","29","06:00","2","85","9","0","1019.6","2.2","1.8","10","229","15.3"
"Helsinki Kumpula","2024","1","29","07:00","1.9","86","8.1","0","1019.2","2.2","1.7","9","231","14.1"
"Helsinki Kumpula","2024","1","29","08:00","2.4","83","8.6","0","1018.7","2.6","2","10","231","16"
"Helsinki Kumpula","2024","1","29","09:00","2.5","82","8.9","0","1018.4","2.7","2.3","10.5","230","15.7"
"Helsinki Kumpula","2024","1","29","10:00","2.9","81","10.1","0","1018.3","3.1","2.7","11.4","229","16.6"
"Helsinki Kumpula","2024","1","29","11:00","2.9","81","10.3","0","1017.7","3.1","2.7","11.6","232","17.5"
"Helsinki Kumpula","2024","1","29","12:00","3","82","9.9","0","1017.5","3.2","2.7","10.8","238","16.7"
"Helsinki Kumpula","2024","1","29","13:00","3","85","9.8","0","1017.8","3.1","2.9","11","242","17.6"
"Helsinki Kumpula","2024","1","29","14:00","2.7","87","8.4","0","1018.1","2.9","2.5","10.2","241","14.8"
"Helsinki Kumpula","2024","1","29","15:00","2.4","88","6.2","0","1018.7","2.7","2.2","7.3","243","11.2"
"Helsinki Kumpula","2024","1","29","16:00","2.1","89","6.3","0","1019","2.3","1.9","7.1","241","10.4"
"Helsinki Kumpula","2024","1","29","17:00","1.9","90","3.9","0","1020.1","2.1","1.6","4.6","255","7"
"Helsinki Kumpula","2024","1","29","18:00","2","88","4.2","0","1021.1","2.2","1.9","4.9","262","7.1"
"Helsinki Kumpula","2024","1","29","19:00","1.9","89","3.8","0","1021.7","2","1.6","4.6","274","6.2"
"Helsinki Kumpula","2024","1","29","20:00","1.7","89","3.4","0","1022.4","1.9","1.6","4","275","5.5"
"Helsinki Kumpula","2024","1","29","21:00","1.5","89","3.4","0","1023.2","1.8","1.2","3.8","264","5.1"
"Helsinki Kumpula","2024","1","29","22:00","1.2","91","3.3","0","1023.9","1.4","0.8","3.7","268","5"
"Helsinki Kumpula","2024","1","29","23:00","0.8","92","3.3","0","1024.5","1.1","0.3","3.8","268","5.4"
"Helsinki Kumpula","2024","1","30","00:00","0.5","94","3.4","0","1025.2","0.8","0.2","4","267","4.9"
"Helsinki Kumpula","2024","1","30","01:00","0.5","94","2.9","0","1025.8","0.7","0.4","3.4","281","4.6"
"Helsinki Kumpula","2024","1","30","02:00","0.6","93","2.6","0","1026.1","0.8","0.4","2.9","278","4.1"
"Helsinki Kumpula","2024","1","30","03:00","0.4","94","1.4","0","1026","0.6","-0.1","2.4","249","2.6"
"Helsinki Kumpula","2024","1","30","04:00","-0.4","96","1.8","0","1026.3","0.1","-0.7","2.5","259","2.9"
"Helsinki Kumpula","2024","1","30","05:00","-0.7","97","1.9","0","1026.8","-0.3","-1","2.7","237","3.8"
"Helsinki Kumpula","2024","1","30","06:00","-0.6","98","2","0","1027.2","-0.2","-1","2.5","257","3.2"
"Helsinki Kumpula","2024","1","30","07:00","-1","97","1.6","0","1027.5","-0.1","-1.2","2.8","286","3.4"
"Helsinki Kumpula","2024","1","30","08:00","-1.1","98","1","0","1027.6","-0.8","-1.4","1.2","326","1.7"
"Helsinki Kumpula","2024","1","30","09:00","0","97","1.5","0","1027.6","0.7","-0.8","2.4","216","3"
"Helsinki Kumpula","2024","1","30","10:00","0.8","92","1.6","0","1027.4","1.2","0.3","1.9","229","3"
"Helsinki Kumpula","2024","1","30","11:00","1.6","89","2.6","0","1027.3","1.8","1.2","4","226","5.2"
"Helsinki Kumpula","2024","1","30","12:00","1.5","93","2.5","0","1027.1","1.7","0.8","3.3","236","4.3"
"Helsinki Kumpula","2024","1","30","13:00","0.6","98","2.5","0","1026.8","0.8","0.4","3.8","236","5.1"
"Helsinki Kumpula","2024","1","30","14:00","0.4","98","1","0","1026.2","0.5","0.2","1.4","212","1.7"
"Helsinki Kumpula","2024","1","30","15:00","-0.9","98","1.5","0","1025.9","0.1","-1.5","1.9","157","2.5"
"Helsinki Kumpula","2024","1","30","16:00","-1","99","2.1","0","1025.7","-0.8","-1.3","2.5","128","3.2"
"Helsinki Kumpula","2024","1","30","17:00","-0.7","99","2.4","0","1025.3","-0.6","-0.8","2.9","136","3.8"
"Helsinki Kumpula","2024","1","30","18:00","-1","99","2.4","0","1024.8","-0.8","-1.2","3","160","5"
"Helsinki Kumpula","2024","1","30","19:00","-0.5","99","2.7","0","1023.9","-0.4","-0.8","3.3","158","4.8"
"Helsinki Kumpula","2024","1","30","20:00","-0.1","99","3","0","1023.3","0.1","-0.3","3.8","170","5.6"
"Helsinki Kumpula","2024","1","30","21:00","0.3","100","3.6","0","1022.5","0.5","0.1","4.2","186","7.4"
"Helsinki Kumpula","2024","1","30","22:00","0.5","100","4.1","0","1021.6","0.6","0.4","5.1","194","7.7"
"Helsinki Kumpula","2024","1","30","23:00","0.5","99","4.2","0.1","1020.5","0.6","0.5","5.1","192","7.6"
"Helsinki Kumpula","2024","1","31","00:00","0.6","99","3.5","0.2","1019.7","0.6","0.5","4.3","200","7"
"Helsinki Kumpula","2024","1","31","01:00","0.6","99","3.7","0.5","1018.8","0.6","0.6","4.7","195","7.6"
"Helsinki Kumpula","2024","1","31","02:00","0.6","99","4.1","0.3","1018","0.7","0.5","5.1","206","7.3"
"Helsinki Kumpula","2024","1","31","03:00","0.6","99","4.2","0.4","1017.1","0.7","0.6","5","213","7.5"
"Helsinki Kumpula","2024","1","31","04:00","0.7","99","4.4","0.1","1016.2","0.7","0.6","4.9","213","9.5"
"Helsinki Kumpula","2024","1","31","05:00","0.7","99","4.9","0.1","1015.5","0.8","0.6","5.6","214","8.5"
"Helsinki Kumpula","2024","1","31","06:00","0.8","99","4.3","0","1015","0.9","0.7","5.4","221","7.5"
"Helsinki Kumpula","2024","1","31","07:00","0.9","99","4.1","0.1","1014.5","1","0.9","4.6","214","7.1"
"Helsinki Kumpula","2024","1","31","08:00","1.1","99","4.3","0.3","1014.2","1.2","1","4.8","214","8.8"
"Helsinki Kumpula","2024","1","31","09:00","1.2","99","4.6","1.1","1014","1.3","1.1","5.2","223","7.8"
"Helsinki Kumpula","2024","1","31","10:00","1.3","99","4.5","0.8","1013.3","1.4","1.2","5.2","221","8.8"
"Helsinki Kumpula","2024","1","31","11:00","1.4","99","4.9","0","1012.2","1.5","1.3","5.9","209","8.8"
"Helsinki Kumpula","2024","1","31","12:00","1.5","100","5.7","0","1011.3","1.5","1.3","6.5","220","10.3"
"Helsinki Kumpula","2024","1","31","13:00","1.3","100","5.9","0","1010.8","1.4","1.3","7.5","228","11.5"
"Helsinki Kumpula","2024","1","31","14:00","1.4","100","4.5","0","1010.5","1.5","1.3","5.3","224","7.7"
"Helsinki Kumpula","2024","1","31","15:00","1.4","100","4.6","0","1009.7","1.6","1.2","5.3","220","7.9"
"Helsinki Kumpula","2024","1","31","16:00","1.3","100","5.5","0","1008.8","1.4","1.2","6.5","221","9.3"
"Helsinki Kumpula","2024","1","31","17:00","1.4","100","6.7","0","1007.9","1.5","1.4","7.3","223","11.1"
"Helsinki Kumpula","2024","1","31","18:00","1.6","100","7.7","0","1006.8","1.7","1.5","8.7","223","12.6"
"Helsinki Kumpula","2024","1","31","19:00","1.5","100","8.8","0","1005.7","1.8","1","10.5","233","16.4"
"Helsinki Kumpula","2024","1","31","20:00","1.2","99","9","0","1004.5","1.3","1.1","10.9","237","17.5"
"Helsinki Kumpula","2024","1","31","21:00","1","95","7.5","0","1003.5","1.2","1","9.5","231","13.7"
"Helsinki Kumpula","2024","1","31","22:00","1.3","94","8.4","0","1001.9","1.5","1.1","10.8","223","16.5"
"Helsinki Kumpula","2024","1","31","23:00","1.5","94","10.1","0","1000.5","1.7","1.4","10.7","224","16.6"
"Helsinki Kumpula","2024","2","1","00:00","1.6","92","9.8","0","998.7","1.8","1.4","11.1","224","16.6"
"Helsinki Kumpula","2024","2","1","01:00","1.5","92","9.9","0","997.3","1.6","1.4","11","223","18.4"
